Categorii de someri, Sexe, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-EST, Anul 2019, Numar persoane, 14166
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-EST, Anul 2020, Numar persoane, 15232
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-EST, Anul 2021, Numar persoane, 12375
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-EST, Anul 2022, Numar persoane, 12461
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-EST, Anul 2023, Numar persoane, 11511
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2011, Numar persoane, 2008
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2012, Numar persoane, 2204
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2013, Numar persoane, 2263
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2014, Numar persoane, 2595
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2015, Numar persoane, 2646
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2016, Numar persoane, 2593
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2017, Numar persoane, 2005
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2018, Numar persoane, 1616
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2019, Numar persoane, 1414
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2020, Numar persoane, 1729
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2021, Numar persoane, 1181
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2022, Numar persoane, 1252
- Primar  gimnazial si profesional, Feminin, Braila, Anul 2023, Numar persoane, 1211
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2011, Numar persoane, 4517
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2012, Numar persoane, 4401
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2013, Numar persoane, 4498
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2014, Numar persoane, 5285
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2015, Numar persoane, 5517
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2016, Numar persoane, 5489
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2017, Numar persoane, 4666
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2018, Numar persoane, 4107
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2019, Numar persoane, 3804
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2020, Numar persoane, 4310
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2021, Numar persoane, 2596
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2022, Numar persoane, 2600
- Primar  gimnazial si profesional, Feminin, Buzau, Anul 2023, Numar persoane, 2747
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2011, Numar persoane, 4668
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2012, Numar persoane, 4682
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2013, Numar persoane, 4610
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2014, Numar persoane, 4384
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2015, Numar persoane, 4243
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2016, Numar persoane, 3743
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2017, Numar persoane, 3368
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2018, Numar persoane, 3513
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2019, Numar persoane, 2892
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2020, Numar persoane, 2819
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2021, Numar persoane, 2495
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2022, Numar persoane, 2593
- Primar  gimnazial si profesional, Feminin, Constanta, Anul 2023, Numar persoane, 2658
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2011, Numar persoane, 4698
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2012, Numar persoane, 5381
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2013, Numar persoane, 5517
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2014, Numar persoane, 5958
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2015, Numar persoane, 5952
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2016, Numar persoane, 6365
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2017, Numar persoane, 5342
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2018, Numar persoane, 4173
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2019, Numar persoane, 3468
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2020, Numar persoane, 3839
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2021, Numar persoane, 3679
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2022, Numar persoane, 3381
- Primar  gimnazial si profesional, Feminin, Galati, Anul 2023, Numar persoane, 2975
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2011, Numar persoane, 1348
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2012, Numar persoane, 1374
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2013, Numar persoane, 1332
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2014, Numar persoane, 1350
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2015, Numar persoane, 1333
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2016, Numar persoane, 1288
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2017, Numar persoane, 1213
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2018, Numar persoane, 1015
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2019, Numar persoane, 1044
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2020, Numar persoane, 780
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2021, Numar persoane, 731
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2022, Numar persoane, 911
- Primar  gimnazial si profesional, Feminin, Tulcea, Anul 2023, Numar persoane, 867
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2011, Numar persoane, 2486
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2012, Numar persoane, 2440
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2013, Numar persoane, 2352
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2014, Numar persoane, 2488
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2015, Numar persoane, 2392
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2016, Numar persoane, 2253
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2017, Numar persoane, 2185
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2018, Numar persoane, 1695
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2019, Numar persoane, 1544
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2020, Numar persoane, 1755
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2021, Numar persoane, 1693
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2022, Numar persoane, 1724
- Primar  gimnazial si profesional, Feminin, Vrancea, Anul 2023, Numar persoane, 1053
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 28221
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 29511
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 30320
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 31425
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 29603
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 29207
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2017, Numar persoane, 23043
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2018, Numar persoane, 18081
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2019, Numar persoane, 16053
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2020, Numar persoane, 17539
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2021, Numar persoane, 15092
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2022, Numar persoane, 15866
- Primar  gimnazial si profesional, Feminin, MACROREGIUNEA TREI, Anul 2023, Numar persoane, 16001
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 22680
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 24346
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 25447
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 26443
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 24458
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 24278
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2017, Numar persoane, 19167
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2018, Numar persoane, 14942
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2019, Numar persoane, 13209
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2020, Numar persoane, 14319
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2021, Numar persoane, 12321
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2022, Numar persoane, 13332
- Primar  gimnazial si profesional, Feminin, Regiunea SUD-MUNTENIA, Anul 2023, Numar persoane, 13361
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2011, Numar persoane, 3635
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2012, Numar persoane, 4208
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2013, Numar persoane, 4609
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2014, Numar persoane, 4184
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2015, Numar persoane, 3903
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2016, Numar persoane, 3850
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2017, Numar persoane, 3381
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2018, Numar persoane, 2812
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2019, Numar persoane, 2553
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2020, Numar persoane, 3225
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2021, Numar persoane, 2770
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2022, Numar persoane, 2760
- Primar  gimnazial si profesional, Feminin, Arges, Anul 2023, Numar persoane, 2992
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2011, Numar persoane, 2051
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2012, Numar persoane, 2326
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2013, Numar persoane, 2551
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2014, Numar persoane, 2654
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2015, Numar persoane, 2455
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2016, Numar persoane, 2622
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2017, Numar persoane, 1585
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2018, Numar persoane, 1331
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2019, Numar persoane, 1193
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2020, Numar persoane, 1363
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2021, Numar persoane, 1083
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2022, Numar persoane, 1361
- Primar  gimnazial si profesional, Feminin, Calarasi, Anul 2023, Numar persoane, 1437
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2011, Numar persoane, 3895
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2012, Numar persoane, 4457
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2013, Numar persoane, 4832
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2014, Numar persoane, 5056
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2015, Numar persoane, 4662
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2016, Numar persoane, 4598
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2017, Numar persoane, 3634
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2018, Numar persoane, 2425
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2019, Numar persoane, 2264
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2020, Numar persoane, 1826
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2021, Numar persoane, 1628
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2022, Numar persoane, 2019
- Primar  gimnazial si profesional, Feminin, Dambovita, Anul 2023, Numar persoane, 1774
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2011, Numar persoane, 1591
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2012, Numar persoane, 1660
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2013, Numar persoane, 1645
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2014, Numar persoane, 2026
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2015, Numar persoane, 1924
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2016, Numar persoane, 1683
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2017, Numar persoane, 911
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2018, Numar persoane, 686
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2019, Numar persoane, 618
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2020, Numar persoane, 755
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2021, Numar persoane, 713
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2022, Numar persoane, 816
- Primar  gimnazial si profesional, Feminin, Giurgiu, Anul 2023, Numar persoane, 821
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2011, Numar persoane, 2217
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2012, Numar persoane, 2189
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2013, Numar persoane, 2034
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2014, Numar persoane, 2348
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2015, Numar persoane, 2393
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2016, Numar persoane, 2330
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2017, Numar persoane, 2144
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2018, Numar persoane, 1717
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2019, Numar persoane, 1389
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2020, Numar persoane, 1441
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2021, Numar persoane, 1427
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2022, Numar persoane, 1533
- Primar  gimnazial si profesional, Feminin, Ialomita, Anul 2023, Numar persoane, 1503
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2011, Numar persoane, 4654
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2012, Numar persoane, 4563
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2013, Numar persoane, 4297
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2014, Numar persoane, 4372
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2015, Numar persoane, 3545
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2016, Numar persoane, 3983
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2017, Numar persoane, 2750
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2018, Numar persoane, 2446
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2019, Numar persoane, 2311
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2020, Numar persoane, 2609
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2021, Numar persoane, 1896
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2022, Numar persoane, 1899
- Primar  gimnazial si profesional, Feminin, Prahova, Anul 2023, Numar persoane, 2180
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2011, Numar persoane, 4637
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2012, Numar persoane, 4943
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2013, Numar persoane, 5479
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2014, Numar persoane, 5803
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2015, Numar persoane, 5576
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2016, Numar persoane, 5212
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2017, Numar persoane, 4762
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2018, Numar persoane, 3525
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2019, Numar persoane, 2881
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2020, Numar persoane, 3100
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2021, Numar persoane, 2804
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2022, Numar persoane, 2944
- Primar  gimnazial si profesional, Feminin, Teleorman, Anul 2023, Numar persoane, 2654
- Primar  gimnazial si profesional, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 5541
- Primar  gimnazial si profesional, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 5165
- Primar  gimnazial si profesional, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 4873
